Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Tom Clancys Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,61
Grand Theft Auto: San Andreas,X,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95,93,58,8.7,119
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95,68,26,7.7,29
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,42
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71,29,8,43
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87,55,7.7,457
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,1.94,68,26,7,162
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.54,0.23,0,0.16,1.94,72,61,7.5,87
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55
Alleyway,G,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,68,26,7,162
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0,0.13,1.94,68,26,7.4,10
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.05,0.31,1.94,86,81,6,1083
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87,51,8,106
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,140
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.68,0.93,0.01,0.31,1.94,79,78,7.1,507
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.94,83,19,7.6,78
Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,68,26,7,162
Tom Clancys Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1652
X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93,79,48,8.5,69
Destiny,X360,2014,Shooter,Activision,1.32,0.43,0,0.19,1.93,68,26,4.7,504
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.84,0.91,0.03,0.16,1.93,87,85,7.9,865
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93,68,26,7,162
Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,68,26,7,162
Tetris DX,G,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,68,26,7,162
The Legend of Zelda: Oracle of Ages,G,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,68,26,7,162
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92,88,25,8,70
The Sims: Makin Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92,80,22,8.6,31
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92,15,7.4,48
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0,0.27,1.92,84,43,7.5,80
The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,Bethesda Softworks,0.74,0.82,0.05,0.31,1.92,68,26,7,162
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.16,0.29,1.91,86,43,6.4,557
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.75,0.62,0.41,0.13,1.91,68,26,7,162
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83,75,6.5,134
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,68,26,7,162
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80
Just Cause 3,PS4,2015,Action,Square Enix,0.5,1.03,0.08,0.29,1.9,73,42,6.5,413
Diablo III,PS4,2014,Role-Playing,Activision,0.54,1,0.07,0.29,1.9,68,26,7,162
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,68,26,7,162
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0,0.29,0.12,1.89,69,31,7.7,59
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,70,11,7.8,17
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0,0.18,1.88,85,38,4.4,132
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,686
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17,1.88,29,7,4.6,7
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0,0.08,1.88,68,26,7,162
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,43,8.5,90
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,68,26,7,162
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,68,26,7,162
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,49,15,6.6,13
WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,68,26,7,162
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88,68,26,7,162
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87,68,26,7,162
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82,39,7.7,148
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0,0.24,1.87,76,19,4.1,91
FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,68,26,7,162
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.79,0.01,0.3,1.87,82,22,7.8,77
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.96,0.62,0.14,0.15,1.87,68,26,7,162
The Legend of Zelda: Oracle of Seasons,G,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,68,26,7,162
Madden NFL 06,X,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,86,39,6.7,41
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71,32,8.5,27
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74,12,8.4,253
Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,68,26,7,162
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1.37,0,0.49,1.86,68,26,7,162
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,1.86,71,18,7.9,75
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86,70,16,7.4,8
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94,16,8.1,298
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,55,8.6,249
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76,37,7.9,86
Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,68,26,7,162
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87,31,7.8,792
Phineas and Fer,DS,2009,Action,Disney Interactive Studios,1.33,0.37,0,0.15,1.84,80,4,4.5,8
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Sony Computer Entertainment,0,1.1,0.42,0.33,1.84,68,26,7,162
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,25,8.5,36
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.84,80,68,8.9,207
Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.64,0.85,0.05,0.29,1.84,68,26,7,162
"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0,1.83,68,26,7,162
Sonic Classic Collection,DS,2010,Platform,Sega,0.93,0.73,0,0.17,1.83,70,24,7.5,28
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0,0.2,1.83,67,25,8.3,66
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,1.83,68,26,7,162
Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,68,26,7,162
GoldenEye 007 (2010),Wii,2010,Action,Activision,0.84,0.71,0.13,0.16,1.83,68,26,7,162
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,68,26,7,162
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,68,26,7,162
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83,90,8.4,935
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22,1.82,82,42,4.8,1270
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,68,26,7,162
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,1,0.36,0.13,1.82,68,26,7,162
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.8,71
Demons Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89,81,8.9,1451
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,800
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81,82,27,8.2,11
Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,68,26,7,162
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81,88,64,9,179
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,1.8,68,26,8,13
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.56,0.86,0.11,0.27,1.8,75,65,7.3,1228
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,7.6,107
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83,23,8.3,46
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8,80,54,6,148
NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12,1.8,68,26,7,162
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,492
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,68,26,7,162
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.7,0.8,0,0.29,1.79,68,26,7,162
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78,85,41,8.5,48
SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0,0.08,1.78,68,26,7,162
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,48
Madden NFL 17,XOne,2016,Sports,Electronic Arts,1.57,0.02,0,0.19,1.78,83,30,5.7,43
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77,47,21,6.6,129
Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,68,26,7,162
Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,68,26,7,162
Dead or Alive 3,X,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.61,0,0.15,1.77,76,7,7.7,10
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.58,0.84,0.05,1.77,65,38,6.8,135
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0,0.16,1.76,68,26,7,162
Metroid II: Return of Samus,G,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,68,26,7,162
WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76,68,26,7,162
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84,58,8.1,47
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.17,0.43,0,0.17,1.76,68,26,7,162
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,8.9,56
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198
Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,68,26,7,162
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,68,26,7,162
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,46,8.9,75
Tom Clancys Ghost Recon,X,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76,84,29,6,28
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76,71,34,5.7,33
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76,68,26,7,162
Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.86,0.25,0.53,0.12,1.76,68,26,7,162
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,8,21
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75,68,26,7,162
Star Wars: Battlefront,X,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57
Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,68,26,7,162
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83,66,8,293
The Crew,PS4,2014,Racing,Ubisoft,0.37,1.08,0.03,0.27,1.75,61,60,5.4,576
Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.91,0.35,0.25,0.25,1.75,68,26,7,162
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.82,0.1,0.27,1.75,68,26,5.1,384
Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,68,26,7,162
Kirbys Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,68,26,7,162
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,68,26,7,162
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,6,6.2,6
No Mans Sky,PS4,2016,Action,Hello Games,0.66,0.77,0.03,0.28,1.75,71,94,4.5,5146
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.62,0.78,0.07,0.27,1.75,63,94,6.6,3191
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03,1.75,68,26,7,162
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.69,0.47,0.34,0.24,1.74,89,69,8.7,1979
Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74,68,26,7,162
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83,35,8.7,99
Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55,61,3.4,144
Dragons Dogma,PS3,2012,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78,38,8.3,445
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.2,0.15,1.35,0.03,1.74,78,41,8.2,32
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.44,0.68,0.42,0.2,1.74,54,83,6.5,1079
Cruisn USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01,1.74,68,26,7,162
Madden NFL 99,PS,1998,Sports,Electronic Arts,1.66,0.04,0,0.04,1.74,68,26,7,162
SSX Tricky,PS2,2001,Sports,Electronic Arts,0.85,0.66,0,0.22,1.73,92,33,8.9,71
Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.5,0.9,0.07,0.27,1.73,68,26,7,162
Twisted Metal III,PS,1998,Action,989 Studios,1.48,0.2,0,0.05,1.73,68,26,7,162
Harry Potter and the Sorcerers Stone,G,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73,68,26,7,162
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.38,0.18,0,0.18,1.73,82,9,6.3,101
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0,0.08,1.73,78,18,7.9,29
Hitman: Absolution,X360,2012,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79,51,7.1,456
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,0.85,0.66,0,0.22,1.72,68,26,7,162
Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,0.61,0.18,0,0.94,1.72,68,26,7,162
Madden NFL 2005,X,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,91,39,7.6,26
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80,55,7.7,135
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.32,1.72,78,26,2.5,5670
Dishonored,X360,2012,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88,56,7.9,820
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,0.99,0.64,0,0.08,1.71,68,26,7,162
The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.17,0.39,0,0.15,1.71,89,25,8.9,43
Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84,57,9.1,81
Need for Speed Underground,X,2003,Racing,Electronic Arts,1.09,0.55,0,0.07,1.71,83,25,8.7,35
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,0,1.71,68,26,7,162
Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0,0.06,1.71,65,10,7,162
Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.82,0,0.19,1.71,68,26,7,162
Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.4,0,0.15,1.71,20,13,1.9,41
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.48,0.91,0.05,0.26,1.71,79,103,8.2,2197
FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,0.23,0.24,0,1.23,1.7,68,26,8.4,9
Portal 2,PS3,2011,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95,54,8.4,943
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0,0,1.69,0.01,1.7,68,26,7,162
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.7,94,27,8.5,1868
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7,87,18,8.6,23
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,1.7,74,17,5.3,78
Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.68,0.82,0,0.19,1.7,68,26,6.4,7
Cabelas Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0,0,0.12,1.69,68,26,7.8,4
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82,59,8.8,66
Sonic Colors,Wii,2010,Platform,Sega,0.93,0.6,0.01,0.15,1.69,78,58,8.5,303
Jampack Winter 99,PS,1999,Misc,Sony Computer Entertainment,0.94,0.64,0,0.11,1.69,68,26,7,162
WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69,68,26,7,162
Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.41,0.16,0,0.12,1.69,37,4,7,162
WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,1.69,68,26,7,162
Harry Potter and the Sorcerers Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64,8,7.1,8
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0,0.05,1.69,53,15,6.9,28
Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.79,0.65,0.08,0.17,1.69,68,26,7,162
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.8,0.7,0.01,0.18,1.69,64,62,5.9,104
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0,0.08,1.69,63,11,7,162
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96,82,9.4,774
Sid Meiers Civilization V,PC,2010,Strategy,Take-Two Interactive,0.99,0.52,0,0.18,1.68,90,70,7.9,2298
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68,68,26,7,162
NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04,1.68,68,26,7,162
Saints Row 2,PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,82,50,7.9,135
Yoshis Cookie,G,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68,68,26,7,162
Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,68,26,7,162
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.84,0.66,0,0.18,1.68,86,68,7.9,1350
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68,79,20,8.2,25
Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92,44,9.1,200
We Ski,Wii,2008,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67,32,8.5,12
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,73,35,7.9,46
SSX 3,PS2,2003,Sports,Electronic Arts,0.93,0.52,0,0.22,1.67,93,41,9.1,125
Madden NFL 2001,PS,2000,Sports,Electronic Arts,1.58,0.05,0,0.04,1.67,90,14,6.8,4
Star Wars: Battlefront II,X,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,107
Tony Hawks Pro Skater 3,PS,2001,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87,10,8.3,37
"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67,68,26,7,162
Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67,68,26,7,162
PGR: Project Gotham Racing 2,X,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67,68,26,7,162
Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87,41,7.9,603
Spy Hunter,PS2,2001,Racing,Midway Games,1.13,0.32,0,0.22,1.67,84,28,7.8,13
Mario Party 10,WiiU,2015,Misc,Nintendo,0.75,0.55,0.24,0.12,1.67,66,66,6.5,280
Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83,37,7.9,24
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23,1.67,94,15,8.8,81
LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,0.9,0.62,0,0.15,1.67,79,59,7.2,115
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,1.08,0.45,0,0.14,1.67,71,9,9,89
Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0,0.2,1.66,44,17,8,41
Street Fighter II: Special Champion Edition,GEN,1992,Fighting,Sega,1,0.3,0.31,0.04,1.66,68,26,7,162
SSX,PS2,2000,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93,35,8.3,33
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.93,0.56,0,0.16,1.66,78,28,8.7,22
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21,1.66,83,44,9.2,19
Saints Row IV,X360,2013,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81,42,6.5,326
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83,22,8.3,28
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.82,0.69,0.01,0.14,1.66,82,15,7.5,387
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72,29,8.4,71
