Name,year,Esrp,Genre,rate,vote,country,company,Sales
Outcast,1999,Not Rated,Sci-Fi,8.5,168,Belgium,Appeal,0.56
Legacy of Kain: Defiance,2003,Mature,Fantasy,8.5,676,United States,Crystal Dynamics,0.56
Ace Combat 04: Shattered Skies,2001,Everyone,Drama,8.5,198,Japan,Namco,0.56
Zero,2001,Teen,Mystery,8.5,582,Japan,Tecmo,0.56
Drakan: The Ancient's Gates,2002,Not Rated,Fantasy,8.5,62,United States,Outsource Media,0.55
Gran Turismo 4,2004,Everyone,Sport,8.5,944,Japan,Polyphony Digital,0.55
Anachronox,2001,Teen,Sci-Fi,8.5,115,Canada,Ion Storm,0.55
The Journeyman Project 2: Buried in Time,1995,Adults Only,Sci-Fi,8.5,49,United States,Presto Studios,0.55
Pirates!,1987,Not Rated,Adventure,8.5,129,United States,MicroProse Software Inc.,0.55
Colonization,1994,Not Rated,Adventure,8.5,151,United States,MicroProse Software Inc.,0.55
Brave Fencer Musashiden,1998,Everyone,Comedy,8.5,97,Japan,Square Company,0.55
Rumble Racing,2001,Everyone,Sport,8.5,47,United States,Electronic Arts (EA),0.55
Battlezone II: Combat Commander,1999,Everyone,Action,8.5,41,United States,Pandemic Production,0.54
Banjo-Tooie,2000,Everyone,Fantasy,8.5,899,United Kingdom,Rare,0.54
Phantasy Star Online,2000,Teen,Fantasy,8.5,105,Japan,Sonic Team,0.54
WWF No Mercy,2000,Teen,Sport,8.5,273,United States,AKI USA Inc.,0.53
Spy Fox in 'Dry Cereal',1997,Everyone,Comedy,8.5,84,United States,Humongous Entertainment,0.53
Parasite Eve,1998,Mature,Horror,8.5,644,Japan,Square Company,0.52
Wing Commander II: Vengeance of the Kilrathi,1991,Not Rated,Sci-Fi,8.5,176,United States,Origin Systems,0.51
Gran Turismo 2,1999,Everyone,Sport,8.5,791,Japan,Polyphony Digital,0.51
Ultima Underworld II: Labyrinth of Worlds,1993,Not Rated,Fantasy,8.5,62,United States,Looking Glass Studios,0.5
Someone's in the Kitchen!,1996,Not Rated,Unknown,8.5,10,United States,DreamWorks Interactive,0.5
Ys: Book 1&2,1990,Not Rated,Fantasy,8.5,86,Japan,Alfa System Co. Ltd.,0.5
"King's Quest VI: Heir Today, Gone Tomorrow",1992,Not Rated,Romance,8.5,301,United States,Sierra,0.5
Seiken densetsu 2,1993,Not Rated,Drama,8.5,637,Japan,Square Company,0.5
Fainaru fantajî takutikkusu,1997,Teen,Fantasy,8.5,583,Japan,Square Company,0.5
Romancing SaGa 3,1995,Not Rated,Fantasy,8.5,25,Japan,Square Company,0.5
Rama,1997,Adults Only,Sci-Fi,8.5,72,United States,Sierra Entertainment,0.49
Starsiege,1999,Not Rated,Sci-Fi,8.5,26,United States,Dynamix,0.49
The X-Files Game,1998,Teen,Sci-Fi,8.5,831,United States,Hyperbole Studios,0.49
Noir,1996,Teen,Mystery,8.5,28,United States,Cyberdreams,0.48
The Dig,1995,Adults Only,Sci-Fi,8.5,931,United States,LucasArts Entertainment Company,0.48
Catherine: Full Body,2019,Mature,Romance,8.4,271,Japan,Studio Zero (II),0.48
Doctor Who Infinity: The Dalek Invasion of Time,2018,Not Rated,Sci-Fi,8.4,8,United Kingdom,Tiny Rebel Games,0.48
Super Mario Maker 2,2019,Everyone,Family,8.4,670,Japan,Nintendo Entertainment Planning & Development (EPD),0.48
Dark Deception,2018,Teen,Sci-Fi,8.4,84,United States,Glowstick Entertainment,0.48
Warfare 1917,2013,Not Rated,War,8.4,12,United States,Unknown,0.48
MapleStory,2003,Not Rated,Adventure,8.4,26,South Korea,Unknown,0.47
Kingdom Rush Origins,2017,Not Rated,Fantasy,8.4,46,Uruguay,Ironhide Game Studio,0.47
Kingdom Rush Frontiers,2016,Not Rated,Fantasy,8.4,54,Uruguay,Ironhide Game Studio,0.47
Epic Seven,2018,Not Rated,Fantasy,8.4,19,South Korea,Smilegate,0.47
Judge Eyes: Shinigami no yuigon,2018,Mature,Drama,8.4,411,Japan,Ryu Ga Gotoku Studio,0.47
Gris,2018,Everyone,Fantasy,8.4,740,Spain,Nomada Studio,0.47
To Trust an Incubus,2018,Not Rated,Fantasy,8.4,8,United States,Y Press Games,0.47
Winx Club: Magical Fairy Party,2012,Everyone,Fantasy,8.4,6,United States,D3P Publisher,0.47
The Pillars of the Earth,2017,Mature,History,8.4,58,Germany,Daedalic Entertainment,0.46
Hagane no Renkinjutsushi: Senaka o Takuseshimono,2010,Not Rated,Action,8.4,49,Japan,Namco Bandai Games,0.46
Danny Phantom: The Ultimate Enemy,2005,Everyone,Fantasy,8.4,23,Japan,THQ,0.46
King's Bounty: Armored Princess,2009,Not Rated,Fantasy,8.4,48,Russia,Katauri Interactive,0.46
Persona Q2: New Cinema Labyrinth,2018,Mature,Family,8.4,33,Japan,Atlus,0.45
11.22.63 VR,2016,Not Rated,Sci-Fi,8.4,20,United States,RadicalMedia,0.45
Copong,2016,Not Rated,Animation,8.4,16,Canada,Ministry of Motion (MOM) Studio,0.45
Europa Universalis IV,2013,Teen,History,8.4,277,Sweden,Unknown,0.45
Crusader Kings II,2012,Teen,History,8.4,206,Sweden,Unknown,0.45
Vindictive Drive,2017,Not Rated,Thriller,8.4,9,Argentina,Unknown,0.45
The Exorcist: Legion VR,2017,Not Rated,Horror,8.4,12,United Kingdom,Wolf & Wood,0.44
Ariel's Story Studio,1997,Not Rated,Musical,8.4,14,United States,Disney Interactive,0.44
My Summer Car,2016,Teen,Comedy,8.4,36,Finland,Amistech Games,0.44
Guild Wars 2: Path of Fire,2017,Teen,Fantasy,8.4,87,United States,Blindlight,0.44
Grand Theft Auto: Episodes from Liberty City,2009,Mature,Drama,8.4,895,United Kingdom,Rockstar North,0.44
Stunts,1990,Not Rated,Unknown,8.4,15,Canada,Distinctive Software Inc.,0.44
Cubots: The Origins,2017,Not Rated,Adventure,8.4,14,India,Street Lamp Games,0.44
Starbo,2018,Not Rated,Horror,8.4,18,Sweden,Diax Game,0.44
Monument Valley,2014,Not Rated,Fantasy,8.4,265,United Kingdom,Ustwo,0.44
Ib,2012,Not Rated,Horror,8.4,52,Japan,Unknown,0.44
Big Trouble in Little China,1987,Not Rated,Fantasy,8.4,30,United Kingdom,Focus Creative Enterprises,0.43
Elite Dangerous: Horizons,2015,Not Rated,Sci-Fi,8.4,69,United Kingdom,Frontier Developments,0.43
Hatsune Miku Project Diva: Future Tone,2016,Not Rated,Music,8.4,25,Japan,Sega,0.42
Gods of Rome,2016,Not Rated,Fantasy,8.4,9,Canada,Unknown,0.42
King of the Hill,2000,Not Rated,Animation,8.4,18,United States,Mondo Media (II),0.42
Don't Starve: Shipwrecked,2016,Not Rated,Unknown,8.4,25,Canada,Klei Entertainment,0.42
Hoshi no Kâbi: Robobo puranetto,2016,Everyone,Sci-Fi,8.4,479,Japan,HAL Laboratory,0.42
The Barn: The Video Game,2016,Not Rated,Horror,8.4,10,United States,Nevermore Production Studios,0.41
Yu-Gi-Oh: Deyueru monsutazu GX: Tagu fosue boryushon,2007,Everyone,Action,8.4,40,Japan,Unknown,0.41
Hiveswap,2017,Not Rated,Adventure,8.4,12,United States,What Pumpkin Games,0.41
Star Wars: The Old Republic - Knights of the Fallen Empire,2015,Teen,Fantasy,8.4,418,United States,Bioware,0.41
Tactics Ogre: Let Us Cling Together,1995,Not Rated,Fantasy,8.4,31,Japan,Square Enix Company,0.41
Destiny: The Taken King,2015,Teen,Fantasy,8.4,828,United States,Bungie Studios,0.41
"Sons of Anarchy: The Prospect, Episode 1",2015,Not Rated,Drama,8.4,48,United States,Orpheus Interactive,0.41
Gears of War: Ultimate Edition,2015,Mature,War,8.4,784,Canada,Storylab Productions,0.4
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,1999,Not Rated,Adventure,8.4,22,United States,Humongous Entertainment,0.4
Might and Magic VI: The Mandate of Heaven,1998,Not Rated,Sci-Fi,8.4,44,United States,New World Computing,0.4
Til Mornings Light,2015,Not Rated,Unknown,8.4,7,Unknown,WayForward Technologies,0.4
Mitsume ga tooru,1992,Not Rated,Action,8.4,8,Japan,Natsume,0.4
Kingdom Rush,2011,Not Rated,Comedy,8.4,90,Uruguay,Ironhide Game Studio,0.4
Rurouni Kenshin: meiji kenyaku romantan ishin gekitouhen,1996,Not Rated,Fantasy,8.4,22,Japan,Zoom Inc.,0.4
Mata Nui Adventure Game,2001,Not Rated,Fantasy,8.4,20,United States,Templar Studios,0.4
Gemini Rue,2011,Not Rated,Sci-Fi,8.4,187,United States,Unknown,0.39
Tornado Outbreak,2009,Not Rated,Action,8.4,9,United States,Loose Cannon Studios,0.39
Elite: Dangerous,2014,Not Rated,Sci-Fi,8.4,162,United Kingdom,Frontier Developments,0.39
"Zombies, Run! 2",2013,Not Rated,Action,8.4,23,United Kingdom,Six to Start,0.39
Call of Duty: Origins,2013,Not Rated,Thriller,8.4,469,United States,Treyarch Invention,0.39
Neverwinter Nights 2: Mask of the Betrayer,2007,Teen,Fantasy,8.4,60,United States,Obsidian Entertainment,0.39
Silver,1999,Not Rated,Fantasy,8.4,34,United Kingdom,Infogrames UK Ltd.,0.38
Kamen Raidâ Batoraido Wô,2013,Not Rated,Action,8.4,10,Japan,Namco Bandai Games,0.38
Gôsuto Torikku,2010,Teen,Mystery,8.4,105,Japan,Capcom Company,0.38
BioShock 2: Minerva's Den,2010,Not Rated,Horror,8.4,973,United States,2K Marin,0.37
Mario & Ruîji RPG 3!!!,2009,Everyone,Fantasy,8.4,486,Japan,AlphaDream,0.37
Sonic Origins,2022,Everyone,Adventure,8.4,37,Japan,Sega,0.37
Fobia: St. Dinfna Hotel,2022,Not Rated,Horror,8.4,10,Brazil,Pulsatrix Studios,0.37
The Book of Unwritten Tales,2011,Teen,Adventure,8.4,88,Germany,KING Art,0.37
Nexus: The Jupiter Incident,2004,Not Rated,Unknown,8.4,18,Hungary,Mithis Entertainment,0.37
Sengoku basara 3,2010,Teen,Drama,8.4,38,Japan,Capcom Company,0.37
Mount & Blade: Warband,2010,Not Rated,War,8.4,775,Turkey,Paradox Interactive,0.37
Football Manager 2011,2010,Not Rated,Sport,8.4,186,United Kingdom,Sega,0.36
Expeditions: Rome,2022,Not Rated,War,8.4,9,Denmark,Logic Artists,0.36
Super Cars II,1991,Not Rated,Action,8.4,9,United Kingdom,Magnetic Fields,0.36
CR: Back to the Future,2008,Not Rated,Adventure,8.4,42,Japan,Universal Pictures,0.36
Saiko No Sutoka,2020,Not Rated,Horror,8.4,8,Unknown,Unknown,0.36
Friday Night Funkin: Neo,2021,Teen,Musical,8.4,11,United States,GameBanana,0.36
Hoshi no Kâbî: Disukabarî,2022,Everyone1Adults Only+,Family,8.4,226,Japan,HAL Laboratory,0.36
Ninja Gaiden Black,2005,Mature,Fantasy,8.4,8,Japan,Team Ninja,0.35
Dishonored: The Brigmore Witches,2013,Mature,Fantasy,8.4,51,France,Arkane Studios,0.35
Dishonored: The Knife of Dunwall,2013,Mature,Fantasy,8.4,58,France,Arkane Studios,0.35
BioShock Infinite: Burial at Sea - Episode Two,2014,Mature,Mystery,8.4,132,United States,Irrational Games,0.35
Bookworm Adventures,2006,Everyone1Adults Only+,Family,8.4,7,United States,Popcap Games,0.34
Imperium Galactica,1997,Not Rated,Sci-Fi,8.4,20,Hungary,Digital Reality,0.34
Zanzarah,2002,Not Rated,Fantasy,8.4,27,Germany,Funatics Software,0.34
Ice Scream 1: Horror Neighborhood,2019,Teen,Adventure,8.4,6,Spain,Keplerians Horror Games,0.34
The Night Ripper,2017,Not Rated,Horror,8.4,11,United States,Puppet Combo,0.34
Babysitter Bloodbath,2013,Mature,Horror,8.4,16,United States,Puppet Combo,0.34
NEO: Subarashiki kono sekai,2021,Teen,Comedy,8.4,47,Japan,Square Enix Company,0.33
Sim Settlements 2,2020,Not Rated,Drama,8.4,11,United States,Unknown,0.33
Football Manager 2009,2008,Not Rated,Sport,8.4,107,United Kingdom,Sports Interactive,0.33
Senjo no Varukyuria: Garian keronikeruzu,2008,Teen,Drama,8.4,414,Japan,Sega,0.33
Warframe: Heart of Deimos,2020,Not Rated,Fantasy,8.4,9,United States,Unknown,0.33
Wings,1990,Not Rated,War,8.4,13,United States,Cinemaware,0.33
Separate Ways,2005,Not Rated,Horror,8.4,39,Japan,Capcom Company,0.33
Drawn to Life: The Next Chapter (DS),2009,Everyone,Adventure,8.4,8,United States,Unknown,0.32
Poketto monsutâ: Purachina,2008,Everyone,Family,8.4,886,Japan,Unknown,0.32
Armored Core: For Answer,2008,Teen,Sci-Fi,8.4,35,Japan,From Software,0.32
Pikmin 3 Deluxe,2020,Everyone1Adults Only+,Fantasy,8.4,65,Unknown,Nintendo Entertainment Planning & Development (EPD),0.32
Jenny LeClue - Detectivu,2019,Everyone1Adults Only+,Mystery,8.4,15,United States,Mografi,0.32
G.O.D: Mezameyo to yobu koe ga kikoe,1996,Not Rated,Comedy,8.4,7,Japan,Imagineer Co. Ltd.,0.32
Ryû ga gotoku: Kenzan!,2008,Not Rated,History,8.4,45,Japan,Unknown,0.32
Chicken Invaders 3: Revenge of the Yolk,2006,Not Rated,Sci-Fi,8.4,17,Greece,InterAction Studios,0.32
GTI Racing,2006,Not Rated,Unknown,8.4,9,Poland,Prominence S.C.,0.32
Trollhunters: Defenders of Arcadia,2020,Everyone1Adults Only+,Action,8.4,97,United States,Bandai Namco,0.32
Call of Duty: Modern Warfare 2 Campaign Remastered,2020,Mature,Thriller,8.4,707,United States,Infinity Ward,0.31
Sam and Max: Chariots of the Dogs,2008,Teen,Adventure,8.4,66,United States,Telltale Games,0.31
Tetris,1988,Not Rated,Family,8.4,135,Japan,Nintendo R&D1,0.31
Dusk,2018,Mature,Fantasy,8.4,79,United States,New Blood Interactive,0.31
F-Zero: GP Legend,2003,Not Rated,Sci-Fi,8.4,59,Japan,Nintendo Power,0.31
Alex Builds His Farm,1999,Everyone,Family,8.4,14,Canada,Playmobil Interactive,0.31
Sally Face,2016,Mature,Horror,8.4,83,United States,Portable Moose,0.31
The Sly Collection,2010,Everyone1Adults Only+,Comedy,8.4,28,United States,Sanzaru Games,0.3
10 Miles from Home,2019,Not Rated,Horror,8.4,5,United Kingdom,Unsolved Studios,0.3
Final fantasy tactics: Fainaru fantaji takuteikkusu - Shishi sensô,2007,Teen,Sci-Fi,8.4,189,Japan,Square Enix Company,0.3
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2019,Not Rated,Action,8.4,83,Japan,Square Enix Company,0.3
Time Commando,1996,Not Rated,Sci-Fi,8.4,12,France,Adeline Software,0.3
Hatsune Miku Project Diva: Mega 39's,2020,Teen,Musical,8.4,14,Japan,Neilo,0.3
Nancy Drew: Legend of the Crystal Skull,2007,Everyone,Mystery,8.4,87,United States,Her Interactive Inc.,0.3
Rûn fakutori 5,2021,Teen,Adventure,8.4,5,Japan,Hakama,0.3
Rocket Power: Team Rocket Rescue,2001,Everyone,Sport,8.4,9,United States,Unknown,0.3
Koikatsu Party,2019,O,Unknown,8.4,6,Japan,Illusion,0.3
Rock Band,2007,Teen,Musical,8.4,927,United States,Harmonix Music Systems,0.3
Makai senki Deisugaia 2,2006,Teen,Comedy,8.4,62,Japan,Nippon Ichi Software,0.3
Honkai Impact 3rd,2017,Not Rated,Sci-Fi,8.4,60,China,miHoyo,0.29
No More Heroes III,2021,Not Rated,Comedy,8.4,62,Japan,Grasshopper Manufacture,0.29
Deemo: The Last Recital,2015,Not Rated,Music,8.4,5,Taiwan,Rayark,0.29
X-Plane 11,2017,Not Rated,Adventure,8.4,7,United States,Laminar Research,0.29
Throne of Darkness,2001,Mature,Fantasy,8.4,25,United States,Unknown,0.29
Kaiser,1984,Not Rated,Unknown,8.4,10,West Germany,Ariola Software,0.29
Shadowrun,1994,Mature,Fantasy,8.4,99,United States,BlueSky Software,0.28
Kung Fu Chaos,2003,Teen,Comedy,8.4,55,United Kingdom,Ninja Theory,0.28
Mad TV,1991,Not Rated,Comedy,8.4,44,Germany,Rainbow Arts,0.28
Where in the World Is Carmen Sandiego,1998,Not Rated,Crime,8.4,47,United States,Brøderbund Software,0.28
Scarab of Ra,1987,Not Rated,Mystery,8.4,34,United States,Semicom,0.28
Motherload,2004,Not Rated,Adventure,8.4,25,United States,XGenStudios,0.28
Maniac Mansion Deluxe,2004,Not Rated,Mystery,8.4,50,Germany,LucasFan Games,0.28
Glider Pro,1994,Not Rated,Family,8.4,22,United States,Casady and Greene,0.28
Pitstop 2,1984,Not Rated,Sport,8.4,52,United States,Epyx Inc.,0.28
Championship Manager 03/04,2003,Not Rated,Sport,8.4,135,United Kingdom,Eidos Interactive,0.28
NCAA Football 07,2006,Everyone,Sport,8.4,70,United States,EA Tiburon,0.28
Neopets Petpet Adventures: The Wand of Wishing,2006,Everyone,Adventure,8.4,19,United States,Sony Computer Entertainment America,0.28
SOCOM: U.S. Navy SEALs Combined Assault,2006,Not Rated,Adventure,8.4,88,United States,Zipper Interactive Inc.,0.28
Xenosaga Episode III: Also Sprach Zarathustra,2006,Teen,Fantasy,8.4,203,Japan,Monolith Soft,0.28
Spellforce 2: Shadow Wars,2006,Not Rated,Fantasy,8.4,90,Germany,JoWood Productions Software AG,0.28
80 Days,2005,Not Rated,Adventure,8.4,15,France,Frogwares Game Development Studio,0.28
Close Combat III: The Russian Front,1999,Everyone,Adventure,8.4,15,United States,Atomic Games,0.28
Close Combat,1996,Not Rated,War,8.4,10,United States,Atomic Games,0.28
Zero: Shisei no Koe,2005,Mature,Mystery,8.4,309,Japan,Project Zero,0.28
Last Ninja 2,1990,Not Rated,Fantasy,8.4,68,United Kingdom,System 3 Software Ltd.,0.27
Nancy Drew: Last Train to Blue Moon Canyon,2005,Everyone,Mystery,8.4,89,United States,Her Interactive Inc.,0.27
Phantom Kingdom,2005,Teen,Fantasy,8.4,24,Japan,Nippon Ichi Software,0.27
Toontown Online,2003,Not Rated,Action,8.4,94,United States,Unknown,0.27
Demonik,2006,Not Rated,Horror,8.4,76,United States,Majesco Entertainment,0.27
The Incredible Machine,1993,Not Rated,Unknown,8.4,58,United States,Dynamix,0.27
Caveman Ugh-Lympics,1988,Not Rated,Sport,8.4,23,United States,Data East USA Inc.,0.27
Kya: Dark Lineage,2003,Not Rated,Adventure,8.4,38,France,Eden Studios,0.27
Mashed,2004,Not Rated,Sport,8.4,46,United Kingdom,Empire Interactive Inc.,0.27
Neopets: The Darkest Faerie,2005,Everyone,Fantasy,8.4,92,United States,Idol Minds,0.27
Spy Fox: Operation Ozone,2001,Everyone,Comedy,8.4,38,United States,Humongous Entertainment,0.27
Blood & Magic,1996,Adults Only,Fantasy,8.4,6,United States,Tachyon Studios,0.27
Rockman X,1993,Everyone,Sci-Fi,8.4,847,Japan,Capcom Company,0.27
Midnight Club 3: DUB Edition,2005,Everyone1Adults Only+,Sport,8.4,404,United States,Rockstar San Diego,0.27
James Pond 3: Operation Starfish,1993,Not Rated,Adventure,8.4,66,United Kingdom,Millenium Interactive,0.26
Warhammer: Dark Omen,1998,Teen,Fantasy,8.4,54,United Kingdom,Mindscape,0.26
Hagane no renkinjutsushi: Tobenai tenshi,2003,Teen,Drama,8.4,107,Japan,Racjin Co. Ltd.,0.26
Saboteur,1984,Not Rated,Adventure,8.4,42,United Kingdom,Durell,0.26
Vietcong: Fist Alpha,2004,Not Rated,Action,8.4,49,Czech Republic,Pterodon,0.26
Cold Zero: No Mercy,2003,Teen,Action,8.4,14,Poland,Drago Entertainment,0.26
"Warhammer 40,000: Dawn of War",2004,Not Rated,Sci-Fi,8.4,702,United States,Relic Entertainment,0.26
Nocturne,1999,Mature,Horror,8.4,127,United States,Terminal Reality,0.26
Saboteur II,1987,Not Rated,Adventure,8.4,22,United Kingdom,Durell,0.25
Football Manager 2005,2004,Not Rated,Sport,8.4,169,United Kingdom,Sega,0.25
Call of Cthulhu: Dark Corners of the Earth,2005,Mature,Fantasy,8.4,822,United Kingdom,Unknown,0.25
Def Jam: Fight for NY,2004,Mature,Thriller,8.4,926,United States,AKI USA Inc.,0.25
Sexy Beach 2,2003,Not Rated,Action,8.4,21,Japan,Illusion,0.25
Quest for Glory II: Trial by Fire,1990,Not Rated,Adventure,8.4,91,United States,Sierra,0.25
Illbleed,2001,Mature,Horror,8.4,67,Japan,Climax Entertainment,0.25
Return Fire,1995,Mature,Action,8.4,24,United States,Silent Software Inc.,0.25
Einhänder,1997,Everyone,Sci-Fi,8.4,67,Japan,Square Company,0.25
Summoner 2,2002,Teen,Fantasy,8.4,40,United States,Mondo Media,0.25
Front Mission 3,1999,Teen,Sci-Fi,8.4,76,Japan,Square Company,0.25
Monster Farm 3,2001,Everyone,Action,8.4,20,Japan,Tecmo,0.25
Ninja Gaiden,2004,Mature,Fantasy,8.4,705,Japan,Team Ninja,0.25
Bouncers,1994,Not Rated,Adventure,8.4,8,United States,Dynamix,0.25
Nancy Drew: The Haunted Carousel,2003,Everyone,Mystery,8.4,83,United States,Her Interactive Inc.,0.25
Nancy Drew: Danger on Deception Island,2003,Everyone,Mystery,8.4,84,United States,Her Interactive Inc.,0.25
Metroid: Zero Mission,2004,Everyone,Mystery,8.4,645,Japan,Nintendo R&D1,0.25
Fighters Megamix,1996,Teen,Action,8.4,58,Japan,SEGA/AM2 Company,0.24
Freedom Fighters,2003,Teen,War,8.4,680,United States,Electronic Arts (EA),0.24
Makai senki Deisugaia,2003,Teen,Comedy,8.4,168,Japan,Nippon Ichi Software,0.24
EV Override,1998,Not Rated,Sci-Fi,8.4,7,United States,Unknown,0.24
Ragnarok Online,2000,Not Rated,Fantasy,8.4,84,South Korea,Unknown,0.24
Elite,1984,Not Rated,Sci-Fi,8.4,98,United Kingdom,Firebird Software,0.24
Space Channel 5: Part 2,2002,Teen,Music,8.4,117,Japan,United Game Artists,0.24
Pikmin 2,2004,Everyone,Family,8.4,313,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),0.24
Onimusha 3,2004,Mature,Fantasy,8.4,786,Japan,Capcom Company,0.24
Dark Chronicle,2002,Teen,Drama,8.4,280,Japan,Sony Computer Entertainment,0.24
MechWarrior 3,1999,Not Rated,Sci-Fi,8.4,80,United States,Hasbro Interactive,0.24
Metroid Fusion,2002,Everyone,Mystery,8.4,821,Japan,Nintendo,0.24
TimeSplitters 2,2002,Teen,Mystery,8.4,789,United Kingdom,Eidos Interactive,0.23
Earth and Beyond,2002,Not Rated,Sci-Fi,8.4,37,United States,Westwood Studios Inc.,0.23
Shadow Hearts,2001,Mature,Horror,8.4,136,Japan,Sacnoth,0.23
Kessen II,2002,Teen,Unknown,8.4,34,Japan,Koei,0.23
Blazing Dragons,1996,Not Rated,Fantasy,8.4,38,Canada,Crystal Dynamics,0.23
Alpha Centauri,1999,Not Rated,Sci-Fi,8.4,256,United States,Electronic Arts (EA),0.23
Rise of the Dragon,1990,Mature,Adventure,8.4,62,United States,Dynamix,0.23
WCW/NWO Revenge,1998,Everyone,Sport,8.4,153,United States,AKI USA Inc.,0.23
Blood,1997,Mature,Fantasy,8.4,448,United States,Monolith Productions,0.23
Vay,1994,Not Rated,Fantasy,8.4,18,Japan,SIMS Co.,0.23
Disciples: Sacred Lands,1999,Everyone,Fantasy,8.4,51,United States,Strategy First,0.23
Tenchu san,2003,Mature,Drama,8.4,161,Japan,Unknown,0.23
Battlezone,1998,Everyone,Sci-Fi,8.4,54,United States,Activision,0.22
Tamamayu monogatari,1998,Teen,Unknown,8.4,49,Japan,Genki Co. Ltd.,0.22
Interstate '76,1997,Teen,Action,8.4,104,United States,Activision,0.22
Muppet Race Mania,2000,Everyone,Comedy,8.4,55,United Kingdom,Traveller's Tales,0.22
Hogs of War,2000,Teen,Comedy,8.4,198,United States,Infogrames Entertainment,0.22
Legaia densetsu,1998,Everyone,Family,8.4,106,Japan,Contrail,0.22
Myst III: Exile,2001,Everyone,Mystery,8.4,368,United States,Cyan Inc.,0.22
Panzer General,1994,Not Rated,War,8.4,56,United States,Strategic Simulations Inc.,0.22
Jackie Chan Stuntmaster,2000,Teen,Comedy,8.4,244,United States,Radical Entertainment,0.22
Dragon Force,1997,Adults Only,Unknown,8.4,23,Japan,Unknown,0.21
Tachyon: The Fringe,2000,Not Rated,Adventure,8.4,94,United States,Unknown,0.21
Poketto Monsutâ Midori,1996,Not Rated,Family,8.4,134,Japan,Creatures,0.21
Legacy of Kain: Soul Reaver,1999,Mature,Fantasy,8.4,936,United States,Crystal Dynamics,0.21
