Name,year,esrp,genre,rate,vote,country,company
Ace Combat 04: Shattered Skies,2001,20012001EE,ActionAdventureDrama,8.5,198,Japan,Namco
Zero,2001,20012001TT,HorrorMystery,8.5,582,Japan,Tecmo
Drakan: The Ancient's Gates,2002,20022002,ActionAdventureFantasy,8.5,62,United States,Outsource Media
Gran Turismo 4,2004,20042004EE,Sport,8.5,944,Japan,Polyphony Digital
Anachronox,2001,20012001TT,ActionAdventureSci-Fi,8.5,115,Canada,Ion Storm
The Journeyman Project 2: Buried in Time,1995,19951995K-AK-A,AdventureSci-Fi,8.5,49,United States,Presto Studios
Pirates!,1987,19871987,Adventure,8.5,129,United States,MicroProse Software Inc.
Colonization,1994,19941994,ActionAdventure,8.5,151,United States,MicroProse Software Inc.
Sonic the Hedgehog 2,1992,19921992EE,ActionAdventureFamily,8.5,2.7K,Japan,Sega Technical Institute
Doom II: Hell on Earth,1994,19941994MM,ActionHorrorSci-Fi,8.5,2.9K,United States,id Software
Brave Fencer Musashiden,1998,19981998EE,ActionAdventureComedy,8.5,97,Japan,Square Company
Rumble Racing,2001,20012001EE,FamilySport,8.5,47,United States,Electronic Arts (EA)
Battlezone II: Combat Commander,1999,19991999EE,Action,8.5,41,United States,Pandemic Production
Banjo-Tooie,2000,20002000EE,AdventureFantasy,8.5,899,United Kingdom,Rare
Phantasy Star Online,2000,20002000TT,ActionAdventureFantasy,8.5,105,Japan,Sonic Team
Paper Mario,2000,20002000EE,AdventureFantasy,8.5,1.3K,Japan,Nintendo
Half-Life: Counter-Strike,2000,20002000MM,ActionCrime,8.5,3.5K,United States,The Counter-Strike Team
WWF No Mercy,2000,20002000TT,ActionSport,8.5,273,United States,AKI USA Inc.
Banjo-Kazooie,1998,19981998EE,AdventureFantasy,8.5,1.7K,United Kingdom,Rare
Spy Fox in 'Dry Cereal',1997,19971997EE,ActionAdventureComedy,8.5,84,United States,Humongous Entertainment
Spyro: Year of the Dragon,2000,20002000EE,ActionAdventureFantasy,8.5,1.4K,United States,Cerny Games
Parasite Eve,1998,19981998MM,ActionDramaHorror,8.5,644,Japan,Square Company
Warcraft II: Tides of Darkness,1995,19951995,Fantasy,8.5,1.8K,United States,Blizzard Entertainment
Diablo,1996,19961996MM,ActionAdventureFantasy,8.5,2.9K,United States,Blizzard Entertainment
Spyro 2: Ripto's Rage!,1999,19991999EE,ActionAdventureFantasy,8.5,1.4K,United States,Insomniac Games
Wing Commander II: Vengeance of the Kilrathi,1991,19911991,ActionAdventureSci-Fi,8.5,176,United States,Origin Systems
Gran Turismo 2,1999,19991999EE,FamilySport,8.5,791,Japan,Polyphony Digital
Ultima Underworld II: Labyrinth of Worlds,1993,19931993,ActionAdventureFantasy,8.5,62,United States,Looking Glass Studios
Sûpâ Mario: Yosshî Airando,1995,19951995K-AK-A,ActionAdventureFantasy,8.5,2K,Japan,Nintendo
Someone's in the Kitchen!,1996,19961996,,8.5,10,United States,DreamWorks Interactive
Ys: Book 1&2,1990,19901990,ActionAdventureFantasy,8.5,86,Japan,Alfa System Co. Ltd.
"King's Quest VI: Heir Today, Gone Tomorrow",1992,19921992,AdventureFantasyRomance,8.5,301,United States,Sierra
Seiken densetsu 2,1993,19931993,ActionAdventureDrama,8.5,637,Japan,Square Company
Fainaru fantajî takutikkusu,1997,19971997TT,ActionAdventureFantasy,8.5,583,Japan,Square Company
Romancing SaGa 3,1995,19951995,AdventureDramaFantasy,8.5,25,Japan,Square Company
Tetris,1984,19841984,,8.5,3.2K,United States,AcademySoft
Nintendô ôru sutâ dairantô Sumasshu burazâzu,1999,19991999EE,ActionFantasy,8.5,2.3K,Japan,HAL Laboratory
Rama,1997,19971997K-AK-A,AdventureMysterySci-Fi,8.5,72,United States,Sierra Entertainment
Starsiege,1999,19991999,ActionSci-Fi,8.5,26,United States,Dynamix
Crash Bandicoot 2: Cortex Strikes Back,1997,19971997EE,ActionAdventureComedy,8.5,2.4K,United States,Naughty Dog
The X-Files Game,1998,19981998TT,AdventureMysterySci-Fi,8.5,831,United States,Hyperbole Studios
Star Wars: Jedi Knight - Dark Forces II,1997,19971997,ActionAdventureFantasy,8.5,1.3K,United States,LucasArts Entertainment Company
Noir,1996,19961996TT,AdventureCrimeMystery,8.5,28,United States,Cyberdreams
The Dig,1995,19951995K-AK-A,AdventureDramaSci-Fi,8.5,931,United States,LucasArts Entertainment Company
Command & Conquer: Red Alert,1996,19961996TT,ActionSci-FiWar,8.5,2.4K,United States,Westwood Studios Inc.
Catherine: Full Body,2019,20192019MM,FantasyHorrorRomance,8.4,271,Japan,Studio Zero (II)
Doctor Who Infinity: The Dalek Invasion of Time,2018,20182018,FantasySci-Fi,8.4,8,United Kingdom,Tiny Rebel Games
Super Mario Maker 2,2019,20192019EE,ActionFamily,8.4,670,Japan,Nintendo Entertainment Planning & Development (EPD)
Dark Deception,2018,20182018TT,AdventureHorrorSci-Fi,8.4,84,United States,Glowstick Entertainment
Warfare 1917,2013,20132013,War,8.4,12,United States,
MapleStory,2003,20032003,AnimationActionAdventure,8.4,26,South Korea,
Kingdom Rush Origins,2017,20172017,ActionAdventureFantasy,8.4,46,Uruguay,Ironhide Game Studio
Kingdom Rush Frontiers,2016,20162016,ActionAdventureFantasy,8.4,54,Uruguay,Ironhide Game Studio
Epic Seven,2018,20182018,ActionAdventureFantasy,8.4,19,South Korea,Smilegate
Judge Eyes: Shinigami no yuigon,2018,20182018MM,ActionCrimeDrama,8.4,411,Japan,Ryu Ga Gotoku Studio
Gris,2018,20182018EE,AdventureDramaFantasy,8.4,740,Spain,Nomada Studio
To Trust an Incubus,2018,20182018,Fantasy,8.4,8,United States,Y Press Games
Winx Club: Magical Fairy Party,2012,20122012EE,FamilyFantasy,8.4,6,United States,D3P Publisher
The Pillars of the Earth,2017,20172017MM,DramaHistory,8.4,58,Germany,Daedalic Entertainment
Hagane no Renkinjutsushi: Senaka o Takuseshimono,2010,20102010,Action,8.4,49,Japan,Namco Bandai Games
Danny Phantom: The Ultimate Enemy,2005,20052005EE,ActionFamilyFantasy,8.4,23,Japan,THQ
King's Bounty: Armored Princess,2009,20092009,ActionAdventureFantasy,8.4,48,Russia,Katauri Interactive
Persona Q2: New Cinema Labyrinth,2018,20182018MM,AdventureCrimeFamily,8.4,33,Japan,Atlus
Sonic Mania Plus,2018,20182018EE,ActionAdventureFamily,8.4,1.2K,,
11.22.63 VR,2016,20162016,DramaMysterySci-Fi,8.4,20,United States,RadicalMedia
Copong,2016,20162016,Animation,8.4,16,Canada,Ministry of Motion (MOM) Studio
Europa Universalis IV,2013,20132013TT,History,8.4,277,Sweden,
Crusader Kings II,2012,20122012TT,History,8.4,206,Sweden,
Subnautica,2018,20182018E10+E10+,AdventureHorrorMystery,8.4,1.2K,United States,
Vindictive Drive,2017,20172017,ActionThriller,8.4,9,Argentina,
The Exorcist: Legion VR,2017,20172017,Horror,8.4,12,United Kingdom,Wolf & Wood
Ariel's Story Studio,1997,19971997,AnimationFamilyMusical,8.4,14,United States,Disney Interactive
My Summer Car,2016,20162016TT,ActionAdventureComedy,8.4,36,Finland,Amistech Games
Guild Wars 2: Path of Fire,2017,20172017TT,Fantasy,8.4,87,United States,Blindlight
Grand Theft Auto: Episodes from Liberty City,2009,20092009MM,ActionCrimeDrama,8.4,895,United Kingdom,Rockstar North
Stunts,1990,19901990,,8.4,15,Canada,Distinctive Software Inc.
Cubots: The Origins,2017,20172017,Adventure,8.4,14,India,Street Lamp Games
Batman: The Enemy Within,2017,20172017MM,ActionCrimeDrama,8.4,1.9K,United States,Telltale Games
Starbo,2018,20182018,AdventureHorror,8.4,18,Sweden,Diax Game
Monument Valley,2014,20142014,AdventureFantasy,8.4,265,United Kingdom,Ustwo
Ib,2012,20122012,AdventureFantasyHorror,8.4,52,Japan,
Call of Duty: Modern Warfare Remastered,2016,20162016MM,ActionThriller,8.4,2.2K,United States,Infinity Ward
Big Trouble in Little China,1987,19871987,ActionFantasy,8.4,30,United Kingdom,Focus Creative Enterprises
Elite Dangerous: Horizons,2015,20152015,Sci-Fi,8.4,69,United Kingdom,Frontier Developments
Hatsune Miku Project Diva: Future Tone,2016,20162016,Music,8.4,25,Japan,Sega
Gods of Rome,2016,20162016,ActionFantasy,8.4,9,Canada,
King of the Hill,2000,20002000,Animation,8.4,18,United States,Mondo Media (II)
Dishonored 2,2016,20162016MM,ActionAdventureFantasy,8.4,2.8K,France,Arkane Studios
Don't Starve: Shipwrecked,2016,20162016,,8.4,25,Canada,Klei Entertainment
Hoshi no Kâbi: Robobo puranetto,2016,20162016EE,ActionAdventureSci-Fi,8.4,479,Japan,HAL Laboratory
The Barn: The Video Game,2016,20162016,Horror,8.4,10,United States,Nevermore Production Studios
Yu-Gi-Oh: Deyueru monsutazu GX: Tagu fosue boryushon,2007,20072007EE,Action,8.4,40,Japan,
Hiveswap,2017,20172017,Adventure,8.4,12,United States,What Pumpkin Games
Star Wars: The Old Republic - Knights of the Fallen Empire,2015,20152015TT,ActionAdventureFantasy,8.4,418,United States,Bioware
Tactics Ogre: Let Us Cling Together,1995,19951995,ActionAdventureFantasy,8.4,31,Japan,Square Enix Company
Halo: Combat Evolved Anniversary,2011,20112011MM,ActionAdventureMystery,8.4,1.5K,,343 Industries
Destiny: The Taken King,2015,20152015TT,ActionAdventureFantasy,8.4,828,United States,Bungie Studios
"Sons of Anarchy: The Prospect, Episode 1",2015,20152015,Drama,8.4,48,United States,Orpheus Interactive
South Park: The Fractured But Whole,2017,20172017MM,ActionAdventureComedy,8.4,1.9K,United States,South Park Digital Studios
Gears of War: Ultimate Edition,2015,20152015MM,ActionSci-FiWar,8.4,784,Canada,Storylab Productions
Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,1999,19991999,Adventure,8.4,22,United States,Humongous Entertainment
Might and Magic VI: The Mandate of Heaven,1998,19981998,AdventureFantasySci-Fi,8.4,44,United States,New World Computing
Overwatch,2016,20162016TT,ActionAdventureFantasy,8.4,4.9K,United States,Blizzard Entertainment
Til Mornings Light,2015,20152015,,8.4,7,,WayForward Technologies
Mitsume ga tooru,1992,19921992,Action,8.4,8,Japan,Natsume
Kingdom Rush,2011,20112011,ActionAdventureComedy,8.4,90,Uruguay,Ironhide Game Studio
Rurouni Kenshin: meiji kenyaku romantan ishin gekitouhen,1996,19961996,ActionFantasy,8.4,22,Japan,Zoom Inc.
Mata Nui Adventure Game,2001,20012001,AdventureFantasy,8.4,20,United States,Templar Studios
Gemini Rue,2011,20112011,AdventureMysterySci-Fi,8.4,187,United States,
Tornado Outbreak,2009,20092009,Action,8.4,9,United States,Loose Cannon Studios
Elite: Dangerous,2014,20142014,ActionAdventureSci-Fi,8.4,162,United Kingdom,Frontier Developments
Outlast: Whistleblower,2014,20142014MM,ActionHorrorMystery,8.4,1.9K,Canada,Red Barrels
"Zombies, Run! 2",2013,20132013,Action,8.4,23,United Kingdom,Six to Start
The Stanley Parable,2013,20132013TT,AdventureComedyFantasy,8.4,2.7K,United States,Galactic Cafe
Valiant Hearts: The Great War,2014,20142014TT,AdventureDramaHistory,8.4,1.4K,France,Ubisoft Montpellier Studio
Call of Duty: Origins,2013,20132013,ActionHorrorThriller,8.4,469,United States,Treyarch Invention
Neverwinter Nights 2: Mask of the Betrayer,2007,20072007TT,ActionAdventureFantasy,8.4,60,United States,Obsidian Entertainment
Silver,1999,19991999,AdventureFantasy,8.4,34,United Kingdom,Infogrames UK Ltd.
Kamen Raidâ Batoraido Wô,2013,20132013,Action,8.4,10,Japan,Namco Bandai Games
Dishonored,2012,20122012MM,ActionAdventureFantasy,8.4,8.7K,United States,Arkane Studios
Spec Ops: The Line,2012,20122012MM,ActionDramaMystery,8.4,3.5K,United States,Yager Development
Beyond: Two Souls,2013,20132013MM,ActionAdventureDrama,8.4,12K,France,Quantic Dream
Gôsuto Torikku,2010,20102010TT,AdventureMystery,8.4,105,Japan,Capcom Company
BioShock 2: Minerva's Den,2010,20102010,ActionAdventureHorror,8.4,973,United States,2K Marin
Mario & Ruîji RPG 3!!!,2009,20092009EE,AdventureComedyFantasy,8.4,486,Japan,AlphaDream
Sonic Origins,2022,20222022EE,AnimationActionAdventure,8.4,37,Japan,Sega
inFamous 2,2011,20112011TT,ActionAdventureFantasy,8.4,3K,United States,Sucker Punch Productions
Fobia: St. Dinfna Hotel,2022,20222022,Horror,8.4,10,Brazil,Pulsatrix Studios
The Book of Unwritten Tales,2011,20112011TT,Adventure,8.4,88,Germany,KING Art
Nexus: The Jupiter Incident,2004,20042004,,8.4,18,Hungary,Mithis Entertainment
Sengoku basara 3,2010,20102010TT,ActionAdventureDrama,8.4,38,Japan,Capcom Company
Red Dead Redemption: Undead Nightmare,2010,20102010MM,ActionDramaFantasy,8.4,4.1K,United States,Rockstar San Diego
Mount & Blade: Warband,2010,20102010,AdventureWar,8.4,775,Turkey,Paradox Interactive
Football Manager 2011,2010,20102010,Sport,8.4,186,United Kingdom,Sega
Expeditions: Rome,2022,20222022,AdventureHistoryWar,8.4,9,Denmark,Logic Artists
Super Cars II,1991,19911991,Action,8.4,9,United Kingdom,Magnetic Fields
CR: Back to the Future,2008,20082008,Adventure,8.4,42,Japan,Universal Pictures
Saiko No Sutoka,2020,20202020,AdventureHorror,8.4,8,,
Friday Night Funkin: Neo,2021,20212021TT,AnimationMusic,8.4,11,United States,GameBanana
Hoshi no Kâbî: Disukabarî,2022,20222022E10+E10+,ActionAdventureFamily,8.4,226,Japan,HAL Laboratory
Ninja Gaiden Black,2005,20052005MM,ActionAdventureFantasy,8.4,8,Japan,Team Ninja
Dishonored: The Brigmore Witches,2013,20132013MM,ActionAdventureFantasy,8.4,51,France,Arkane Studios
Dishonored: The Knife of Dunwall,2013,20132013MM,ActionAdventureFantasy,8.4,58,France,Arkane Studios
BioShock Infinite: Burial at Sea - Episode Two,2014,20142014MM,ActionAdventureMystery,8.4,132,United States,Irrational Games
Metal Gear Solid: Peace Walker,2010,20102010TT,ActionAdventureDrama,8.4,2.2K,Japan,Kojima Productions
Bookworm Adventures,2006,20062006E10+E10+,ActionAdventureFamily,8.4,7,United States,Popcap Games
Imperium Galactica,1997,19971997,Sci-Fi,8.4,20,Hungary,Digital Reality
Mortal Kombat,2011,20112011MM,ActionAdventureFantasy,8.4,3.9K,United States,NetherRealm Studios
Zanzarah,2002,20022002,ActionAdventureFantasy,8.4,27,Germany,Funatics Software
Ice Scream 1: Horror Neighborhood,2019,20192019TT,AnimationActionAdventure,8.4,6,Spain,Keplerians Horror Games
The Night Ripper,2017,20172017,Horror,8.4,11,United States,Puppet Combo
Babysitter Bloodbath,2013,20132013MM,Horror,8.4,16,United States,Puppet Combo
NEO: Subarashiki kono sekai,2021,20212021TT,ActionAdventureComedy,8.4,47,Japan,Square Enix Company
Sim Settlements 2,2020,20202020,ActionAdventureDrama,8.4,11,United States,
Football Manager 2009,2008,20082008,Sport,8.4,107,United Kingdom,Sports Interactive
Senjo no Varukyuria: Garian keronikeruzu,2008,20082008TT,ActionAdventureDrama,8.4,414,Japan,Sega
Warframe: Heart of Deimos,2020,20202020,ActionAdventureFantasy,8.4,9,United States,
Wings,1990,19901990,War,8.4,13,United States,Cinemaware
Separate Ways,2005,20052005,ActionAdventureHorror,8.4,39,Japan,Capcom Company
Drawn to Life: The Next Chapter (DS),2009,20092009EE,ActionAdventure,8.4,8,United States,
Poketto monsutâ: Purachina,2008,20082008EE,ActionAdventureFamily,8.4,886,Japan,
Armored Core: For Answer,2008,20082008TT,ActionAdventureSci-Fi,8.4,35,Japan,From Software
Pikmin 3 Deluxe,2020,20202020E10+E10+,ActionAdventureFantasy,8.4,65,,Nintendo Entertainment Planning & Development (EPD)
Jenny LeClue - Detectivu,2019,20192019E10+E10+,AnimationAdventureMystery,8.4,15,United States,Mografi
G.O.D: Mezameyo to yobu koe ga kikoe,1996,19961996,ActionAdventureComedy,8.4,7,Japan,Imagineer Co. Ltd.
Ryû ga gotoku: Kenzan!,2008,20082008,ActionDramaHistory,8.4,45,Japan,
Chicken Invaders 3: Revenge of the Yolk,2006,20062006,ActionSci-Fi,8.4,17,Greece,InterAction Studios
GTI Racing,2006,20062006,,8.4,9,Poland,Prominence S.C.
Trollhunters: Defenders of Arcadia,2020,20202020E10+E10+,Action,8.4,97,United States,Bandai Namco
Mafia: Definitive Edition,2020,20202020MM,ActionAdventureCrime,8.4,2.4K,United States,Hangar 13 Games
Call of Duty: Modern Warfare 2 Campaign Remastered,2020,20202020MM,ActionThriller,8.4,707,United States,Infinity Ward
Mario Kart Wii,2008,20082008EE,ActionFamilyFantasy,8.4,3.9K,Japan,Nintendo
Sam and Max: Chariots of the Dogs,2008,20082008TT,Adventure,8.4,66,United States,Telltale Games
Tetris,1988,19881988,ActionFamily,8.4,135,Japan,Nintendo R&D1
Dusk,2018,20182018MM,ActionAdventureFantasy,8.4,79,United States,New Blood Interactive
F-Zero: GP Legend,2003,20032003,AnimationActionSci-Fi,8.4,59,Japan,Nintendo Power
Alex Builds His Farm,1999,19991999EE,ComedyFamily,8.4,14,Canada,Playmobil Interactive
Sally Face,2016,20162016MM,AdventureDramaHorror,8.4,83,United States,Portable Moose
Ghostbusters,2009,20092009TT,ActionAdventureComedy,8.4,3K,United States,Columbia Pictures
The Sly Collection,2010,20102010E10+E10+,ActionAdventureComedy,8.4,28,United States,Sanzaru Games
10 Miles from Home,2019,20192019,Horror,8.4,5,United Kingdom,Unsolved Studios
Final fantasy tactics: Fainaru fantaji takuteikkusu - Shishi sensô,2007,20072007TT,Sci-Fi,8.4,189,Japan,Square Enix Company
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2019,20192019,Action,8.4,83,Japan,Square Enix Company
Time Commando,1996,19961996,ActionAdventureSci-Fi,8.4,12,France,Adeline Software
Hatsune Miku Project Diva: Mega 39's,2020,20202020TT,AdventureMusicMusical,8.4,14,Japan,Neilo
Nancy Drew: Legend of the Crystal Skull,2007,20072007EE,AdventureCrimeMystery,8.4,87,United States,Her Interactive Inc.
Rûn fakutori 5,2021,20212021TT,Adventure,8.4,5,Japan,Hakama
Rocket Power: Team Rocket Rescue,2001,20012001EE,AdventureSport,8.4,9,United States,
Koikatsu Party,2019,20192019AOAO,,8.4,6,Japan,Illusion
Rock Band,2007,20072007TT,FamilyMusic,8.4,927,United States,Harmonix Music Systems
Makai senki Deisugaia 2,2006,20062006TT,ActionAdventureComedy,8.4,62,Japan,Nippon Ichi Software
God of War: Chains of Olympus,2008,20082008MM,ActionAdventureFantasy,8.4,2.7K,United States,Ready at Dawn Studios
Honkai Impact 3rd,2017,20172017,ActionDramaSci-Fi,8.4,60,China,miHoyo
No More Heroes III,2021,20212021,ActionAdventureComedy,8.4,62,Japan,Grasshopper Manufacture
Call of Duty: Modern Warfare,2019,20192019MM,ActionDramaThriller,8.4,5.2K,United States,Infinity Ward
Deemo: The Last Recital,2015,20152015,Music,8.4,5,Taiwan,Rayark
X-Plane 11,2017,20172017,Adventure,8.4,7,United States,Laminar Research
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,20072007MM,ActionAdventureHorror,8.4,1.5K,Ukraine,GSC Game World
Throne of Darkness,2001,20012001MM,Fantasy,8.4,25,United States,
Kaiser,1984,19841984,,8.4,10,West Germany,Ariola Software
Shadowrun,1994,19941994MM,ActionAdventureFantasy,8.4,99,United States,BlueSky Software
Kung Fu Chaos,2003,20032003TT,ActionAdventureComedy,8.4,55,United Kingdom,Ninja Theory
Mad TV,1991,19911991,AnimationAdventureComedy,8.4,44,Germany,Rainbow Arts
Where in the World Is Carmen Sandiego,1998,19981998,Crime,8.4,47,United States,Brøderbund Software
Scarab of Ra,1987,19871987,AdventureMystery,8.4,34,United States,Semicom
Motherload,2004,20042004,Adventure,8.4,25,United States,XGenStudios
Maniac Mansion Deluxe,2004,20042004,AdventureMystery,8.4,50,Germany,LucasFan Games
Glider Pro,1994,19941994,Family,8.4,22,United States,Casady and Greene
Pitstop 2,1984,19841984,Sport,8.4,52,United States,Epyx Inc.
Championship Manager 03/04,2003,20032003,Sport,8.4,135,United Kingdom,Eidos Interactive
NCAA Football 07,2006,20062006EE,Sport,8.4,70,United States,EA Tiburon
Neopets Petpet Adventures: The Wand of Wishing,2006,20062006EE,Adventure,8.4,19,United States,Sony Computer Entertainment America
SOCOM: U.S. Navy SEALs Combined Assault,2006,20062006,ActionAdventure,8.4,88,United States,Zipper Interactive Inc.
Grand Theft Auto: Vice City Stories,2006,20062006MM,ActionCrimeDrama,8.4,4.8K,United Kingdom,Rockstar North
Xenosaga Episode III: Also Sprach Zarathustra,2006,20062006TT,ActionAdventureFantasy,8.4,203,Japan,Monolith Soft
Spellforce 2: Shadow Wars,2006,20062006,Fantasy,8.4,90,Germany,JoWood Productions Software AG
80 Days,2005,20052005,Adventure,8.4,15,France,Frogwares Game Development Studio
Close Combat III: The Russian Front,1999,19991999EE,ActionAdventure,8.4,15,United States,Atomic Games
Close Combat,1996,19961996,ActionAdventureWar,8.4,10,United States,Atomic Games
Zero: Shisei no Koe,2005,20052005MM,HorrorMystery,8.4,309,Japan,Project Zero
Last Ninja 2,1990,19901990Not RatedNot Rated,ActionAdventureFantasy,8.4,68,United Kingdom,System 3 Software Ltd.
